#r	psi(r)	exact_f0(r)
0.386935	0.262781	0.262781
0.38699	0.262804	0.262804
0.387046	0.262827	0.262827
0.387101	0.26285	0.26285
0.387157	0.262873	0.262873
0.387212	0.262896	0.262896
0.387267	0.262919	0.26292
0.387323	0.262942	0.262943
0.387378	0.262965	0.262966
0.387434	0.262988	0.262989
0.387489	0.263011	0.263012
0.387544	0.263034	0.263035
0.3876	0.263057	0.263058
0.387655	0.26308	0.263081
0.387711	0.263103	0.263104
0.387766	0.263126	0.263127
0.387821	0.263149	0.26315
0.387877	0.263172	0.263173
0.387932	0.263195	0.263196
0.387988	0.263218	0.263219
0.388043	0.263241	0.263242
0.388098	0.263264	0.263265
0.388154	0.263287	0.263288
0.388209	0.26331	0.263311
0.388265	0.263333	0.263334
0.38832	0.263356	0.263357
0.388376	0.263379	0.26338
0.388431	0.263402	0.263403
0.388486	0.263425	0.263426
0.388542	0.263448	0.263449
0.388597	0.263471	0.263472
0.388653	0.263494	0.263495
0.388708	0.263517	0.263518
0.388764	0.26354	0.263541
0.388819	0.263563	0.263564
0.388874	0.263586	0.263587
0.38893	0.263609	0.26361
0.388985	0.263632	0.263633
0.389041	0.263655	0.263656
0.389096	0.263678	0.263678
0.389152	0.263701	0.263701
0.389207	0.263724	0.263724
0.389263	0.263747	0.263747
0.389318	0.26377	0.26377
0.389374	0.263793	0.263793
0.389429	0.263816	0.263816
0.389484	0.263839	0.263839
0.38954	0.263862	0.263862
0.389595	0.263885	0.263885
0.389651	0.263908	0.263908
0.389706	0.26393	0.263931
0.389762	0.263953	0.263954
0.389817	0.263976	0.263977
0.389873	0.263999	0.264
0.389928	0.264022	0.264023
0.389984	0.264045	0.264045
0.390039	0.264068	0.264068
0.390095	0.264091	0.264091
0.39015	0.264114	0.264114
0.390206	0.264137	0.264137
0.390261	0.26416	0.26416
0.390317	0.264183	0.264183
0.390372	0.264205	0.264206
0.390428	0.264228	0.264229
0.390483	0.264251	0.264252
0.390539	0.264274	0.264275
0.390594	0.264297	0.264297
0.39065	0.26432	0.26432
0.390705	0.264343	0.264343
0.390761	0.264366	0.264366
0.390816	0.264389	0.264389
0.390872	0.264411	0.264412
0.390927	0.264434	0.264435
0.390983	0.264457	0.264458
0.391038	0.26448	0.26448
0.391094	0.264503	0.264503
0.391149	0.264526	0.264526
0.391205	0.264549	0.264549
0.39126	0.264572	0.264572
0.391316	0.264594	0.264595
0.391372	0.264617	0.264618
0.391427	0.26464	0.26464
0.391483	0.264663	0.264663
0.391538	0.264686	0.264686
0.391594	0.264709	0.264709
0.391649	0.264731	0.264732
0.391705	0.264754	0.264755
0.39176	0.264777	0.264778
0.391816	0.2648	0.2648
0.391871	0.264823	0.264823
0.391927	0.264846	0.264846
0.391983	0.264868	0.264869
0.392038	0.264891	0.264892
0.392094	0.264914	0.264914
0.392149	0.264937	0.264937
0.392205	0.26496	0.26496
0.39226	0.264983	0.264983
0.392316	0.265005	0.265006
0.392371	0.265028	0.265029
0.392427	0.265051	0.265051
0.392483	0.265074	0.265074
0.392538	0.265097	0.265097
0.392594	0.265119	0.26512
0.392649	0.265142	0.265143
0.392705	0.265165	0.265165
0.392761	0.265188	0.265188
0.392816	0.265211	0.265211
0.392872	0.265233	0.265234
0.392927	0.265256	0.265257
0.392983	0.265279	0.265279
0.393039	0.265302	0.265302
0.393094	0.265324	0.265325
0.39315	0.265347	0.265348
0.393205	0.26537	0.26537
0.393261	0.265393	0.265393
0.393317	0.265416	0.265416
0.393372	0.265438	0.265439
0.393428	0.265461	0.265461
0.393483	0.265484	0.265484
0.393539	0.265507	0.265507
0.393595	0.265529	0.26553
0.39365	0.265552	0.265552
0.393706	0.265575	0.265575
0.393761	0.265598	0.265598
0.393817	0.26562	0.265621
0.393873	0.265643	0.265643
0.393928	0.265666	0.265666
0.393984	0.265689	0.265689
0.39404	0.265711	0.265712
0.394095	0.265734	0.265734
0.394151	0.265757	0.265757
0.394206	0.265779	0.26578
0.394262	0.265802	0.265803
0.394318	0.265825	0.265825
0.394373	0.265848	0.265848
0.394429	0.26587	0.265871
0.394485	0.265893	0.265893
0.39454	0.265916	0.265916
0.394596	0.265938	0.265939
0.394652	0.265961	0.265962
0.394707	0.265984	0.265984
0.394763	0.266007	0.266007
0.394819	0.266029	0.26603
0.394874	0.266052	0.266052
0.39493	0.266075	0.266075
0.394986	0.266097	0.266098
0.395041	0.26612	0.26612
0.395097	0.266143	0.266143
0.395153	0.266165	0.266166
0.395208	0.266188	0.266188
0.395264	0.266211	0.266211
0.39532	0.266233	0.266234
0.395375	0.266256	0.266257
0.395431	0.266279	0.266279
0.395487	0.266301	0.266302
0.395542	0.266324	0.266325
0.395598	0.266347	0.266347
0.395654	0.266369	0.26637
0.395709	0.266392	0.266393
0.395765	0.266415	0.266415
0.395821	0.266437	0.266438
0.395877	0.26646	0.26646
0.395932	0.266483	0.266483
0.395988	0.266505	0.266506
0.396044	0.266528	0.266528
0.396099	0.266551	0.266551
0.396155	0.266573	0.266574
0.396211	0.266596	0.266596
0.396267	0.266619	0.266619
0.396322	0.266641	0.266642
0.396378	0.266664	0.266664
0.396434	0.266686	0.266687
0.396489	0.266709	0.266709
0.396545	0.266732	0.266732
0.396601	0.266754	0.266755
0.396657	0.266777	0.266777
0.396712	0.2668	0.2668
0.396768	0.266822	0.266823
0.396824	0.266845	0.266845
0.39688	0.266867	0.266868
0.396935	0.26689	0.26689
0.396991	0.266913	0.266913
0.397047	0.266935	0.266936
0.397102	0.266958	0.266958
0.397158	0.26698	0.266981
0.397214	0.267003	0.267003
0.39727	0.267026	0.267026
0.397325	0.267048	0.267049
0.397381	0.267071	0.267071
0.397437	0.267093	0.267094
0.397493	0.267116	0.267116
0.397549	0.267138	0.267139
0.397604	0.267161	0.267161
0.39766	0.267184	0.267184
0.397716	0.267206	0.267207
0.397772	0.267229	0.267229
0.397827	0.267251	0.267252
0.397883	0.267274	0.267274
0.397939	0.267296	0.267297
0.397995	0.267319	0.267319
0.39805	0.267341	0.267342
0.398106	0.267364	0.267364
0.398162	0.267387	0.267387
0.398218	0.267409	0.26741
0.398274	0.267432	0.267432
0.398329	0.267454	0.267455
0.398385	0.267477	0.267477
0.398441	0.267499	0.2675
0.398497	0.267522	0.267522
0.398553	0.267544	0.267545
0.398608	0.267567	0.267567
0.398664	0.267589	0.26759
0.39872	0.267612	0.267612
0.398776	0.267634	0.267635
0.398832	0.267657	0.267657
0.398887	0.267679	0.26768
0.398943	0.267702	0.267702
0.398999	0.267724	0.267725
0.399055	0.267747	0.267747
0.399111	0.26777	0.26777
0.399167	0.267792	0.267792
0.399222	0.267815	0.267815
0.399278	0.267837	0.267837
0.399334	0.267859	0.26786
0.39939	0.267882	0.267882
0.399446	0.267904	0.267905
0.399501	0.267927	0.267927
0.399557	0.267949	0.26795
0.399613	0.267972	0.267972
0.399669	0.267994	0.267995
0.399725	0.268017	0.268017
0.399781	0.268039	0.26804
0.399837	0.268062	0.268062
0.399892	0.268084	0.268085
0.399948	0.268107	0.268107
0.400004	0.268129	0.26813
0.40006	0.268152	0.268152
0.400116	0.268174	0.268175
0.400172	0.268197	0.268197
0.400227	0.268219	0.268219
0.400283	0.268242	0.268242
0.400339	0.268264	0.268264
0.400395	0.268286	0.268287
0.400451	0.268309	0.268309
0.400507	0.268331	0.268332
0.400563	0.268354	0.268354
0.400619	0.268376	0.268377
0.400674	0.268399	0.268399
0.40073	0.268421	0.268421
0.400786	0.268443	0.268444
0.400842	0.268466	0.268466
0.400898	0.268488	0.268489
0.400954	0.268511	0.268511
0.40101	0.268533	0.268534
0.401066	0.268556	0.268556
0.401122	0.268578	0.268578
0.401177	0.2686	0.268601
0.401233	0.268623	0.268623
0.401289	0.268645	0.268646
0.401345	0.268668	0.268668
0.401401	0.26869	0.26869
0.401457	0.268712	0.268713
0.401513	0.268735	0.268735
0.401569	0.268757	0.268758
0.401625	0.26878	0.26878
0.401681	0.268802	0.268802
0.401737	0.268824	0.268825
0.401792	0.268847	0.268847
0.401848	0.268869	0.26887
0.401904	0.268892	0.268892
0.40196	0.268914	0.268914
0.402016	0.268936	0.268937
0.402072	0.268959	0.268959
0.402128	0.268981	0.268981
0.402184	0.269003	0.269004
0.40224	0.269026	0.269026
0.402296	0.269048	0.269049
0.402352	0.26907	0.269071
0.402408	0.269093	0.269093
0.402464	0.269115	0.269116
0.40252	0.269138	0.269138
0.402576	0.26916	0.26916
0.402631	0.269182	0.269183
0.402687	0.269205	0.269205
0.402743	0.269227	0.269227
0.402799	0.269249	0.26925
0.402855	0.269272	0.269272
0.402911	0.269294	0.269294
0.402967	0.269316	0.269317
0.403023	0.269339	0.269339
0.403079	0.269361	0.269361
0.403135	0.269383	0.269384
0.403191	0.269406	0.269406
0.403247	0.269428	0.269428
0.403303	0.26945	0.269451
0.403359	0.269473	0.269473
0.403415	0.269495	0.269495
0.403471	0.269517	0.269518
0.403527	0.269539	0.26954
0.403583	0.269562	0.269562
0.403639	0.269584	0.269584
0.403695	0.269606	0.269607
0.403751	0.269629	0.269629
0.403807	0.269651	0.269651
0.403863	0.269673	0.269674
0.403919	0.269696	0.269696
0.403975	0.269718	0.269718
0.404031	0.26974	0.269741
0.404087	0.269762	0.269763
0.404143	0.269785	0.269785
0.404199	0.269807	0.269807
0.404255	0.269829	0.26983
0.404311	0.269851	0.269852
0.404367	0.269874	0.269874
0.404423	0.269896	0.269896
0.404479	0.269918	0.269919
0.404535	0.269941	0.269941
0.404591	0.269963	0.269963
0.404647	0.269985	0.269985
0.404703	0.270007	0.270008
0.404759	0.27003	0.27003
0.404815	0.270052	0.270052
0.404871	0.270074	0.270074
0.404927	0.270096	0.270097
0.404983	0.270119	0.270119
0.405039	0.270141	0.270141
0.405095	0.270163	0.270163
0.405151	0.270185	0.270186
0.405207	0.270207	0.270208
0.405264	0.27023	0.27023
0.40532	0.270252	0.270252
0.405376	0.270274	0.270275
0.405432	0.270296	0.270297
0.405488	0.270319	0.270319
0.405544	0.270341	0.270341
0.4056	0.270363	0.270363
0.405656	0.270385	0.270386
0.405712	0.270407	0.270408
0.405768	0.27043	0.27043
0.405824	0.270452	0.270452
0.40588	0.270474	0.270475
0.405936	0.270496	0.270497
0.405992	0.270518	0.270519
0.406048	0.270541	0.270541
0.406105	0.270563	0.270563
0.406161	0.270585	0.270585
0.406217	0.270607	0.270608
0.406273	0.270629	0.27063
0.406329	0.270652	0.270652
0.406385	0.270674	0.270674
0.406441	0.270696	0.270696
0.406497	0.270718	0.270719
0.406553	0.27074	0.270741
0.406609	0.270762	0.270763
0.406665	0.270785	0.270785
0.406722	0.270807	0.270807
0.406778	0.270829	0.270829
0.406834	0.270851	0.270852
0.40689	0.270873	0.270874
0.406946	0.270895	0.270896
0.407002	0.270918	0.270918
0.407058	0.27094	0.27094
0.407114	0.270962	0.270962
0.40717	0.270984	0.270984
0.407227	0.271006	0.271007
0.407283	0.271028	0.271029
0.407339	0.27105	0.271051
0.407395	0.271073	0.271073
0.407451	0.271095	0.271095
0.407507	0.271117	0.271117
0.407563	0.271139	0.271139
0.407619	0.271161	0.271162
0.407676	0.271183	0.271184
0.407732	0.271205	0.271206
0.407788	0.271227	0.271228
0.407844	0.27125	0.27125
0.4079	0.271272	0.271272
0.407956	0.271294	0.271294
0.408013	0.271316	0.271316
0.408069	0.271338	0.271338
0.408125	0.27136	0.271361
0.408181	0.271382	0.271383
0.408237	0.271404	0.271405
0.408293	0.271426	0.271427
0.408349	0.271448	0.271449
0.408406	0.271471	0.271471
0.408462	0.271493	0.271493
0.408518	0.271515	0.271515
0.408574	0.271537	0.271537
0.40863	0.271559	0.271559
0.408687	0.271581	0.271581
0.408743	0.271603	0.271603
0.408799	0.271625	0.271626
0.408855	0.271647	0.271648
0.408911	0.271669	0.27167
0.408967	0.271691	0.271692
0.409024	0.271713	0.271714
0.40908	0.271735	0.271736
0.409136	0.271757	0.271758
0.409192	0.27178	0.27178
0.409248	0.271802	0.271802
0.409305	0.271824	0.271824
0.409361	0.271846	0.271846
0.409417	0.271868	0.271868
0.409473	0.27189	0.27189
0.409529	0.271912	0.271912
0.409586	0.271934	0.271934
0.409642	0.271956	0.271956
0.409698	0.271978	0.271978
0.409754	0.272	0.272
0.409811	0.272022	0.272022
0.409867	0.272044	0.272044
0.409923	0.272066	0.272066
0.409979	0.272088	0.272088
0.410035	0.27211	0.27211
0.410092	0.272132	0.272132
0.410148	0.272154	0.272155
0.410204	0.272176	0.272177
0.41026	0.272198	0.272199
0.410317	0.27222	0.272221
0.410373	0.272242	0.272243
0.410429	0.272264	0.272265
0.410485	0.272286	0.272287
0.410542	0.272308	0.272309
0.410598	0.27233	0.272331
0.410654	0.272352	0.272353
0.41071	0.272374	0.272374
0.410767	0.272396	0.272396
0.410823	0.272418	0.272418
0.410879	0.27244	0.27244
0.410935	0.272462	0.272462
0.410992	0.272484	0.272484
0.411048	0.272506	0.272506
0.411104	0.272528	0.272528
0.411161	0.27255	0.27255
0.411217	0.272572	0.272572
0.411273	0.272594	0.272594
0.411329	0.272616	0.272616
0.411386	0.272638	0.272638
0.411442	0.27266	0.27266
0.411498	0.272682	0.272682
0.411554	0.272704	0.272704
0.411611	0.272725	0.272726
0.411667	0.272747	0.272748
0.411723	0.272769	0.27277
0.41178	0.272791	0.272792
0.411836	0.272813	0.272814
0.411892	0.272835	0.272836
0.411949	0.272857	0.272858
0.412005	0.272879	0.272879
0.412061	0.272901	0.272901
0.412117	0.272923	0.272923
0.412174	0.272945	0.272945
0.41223	0.272967	0.272967
0.412286	0.272989	0.272989
0.412343	0.273011	0.273011
0.412399	0.273032	0.273033
0.412455	0.273054	0.273055
0.412512	0.273076	0.273077
0.412568	0.273098	0.273099
0.412624	0.27312	0.273121
0.412681	0.273142	0.273142
0.412737	0.273164	0.273164
0.412793	0.273186	0.273186
0.41285	0.273208	0.273208
0.412906	0.27323	0.27323
0.412962	0.273251	0.273252
0.413019	0.273273	0.273274
0.413075	0.273295	0.273296
0.413131	0.273317	0.273318
0.413188	0.273339	0.273339
0.413244	0.273361	0.273361
0.4133	0.273383	0.273383
0.413357	0.273405	0.273405
0.413413	0.273426	0.273427
0.41347	0.273448	0.273449
0.413526	0.27347	0.273471
0.413582	0.273492	0.273493
0.413639	0.273514	0.273514
0.413695	0.273536	0.273536
0.413751	0.273558	0.273558
0.413808	0.273579	0.27358
0.413864	0.273601	0.273602
0.413921	0.273623	0.273624
0.413977	0.273645	0.273645
0.414033	0.273667	0.273667
0.41409	0.273689	0.273689
0.414146	0.273711	0.273711
0.414202	0.273732	0.273733
0.414259	0.273754	0.273755
0.414315	0.273776	0.273776
0.414372	0.273798	0.273798
0.414428	0.27382	0.27382
0.414484	0.273841	0.273842
0.414541	0.273863	0.273864
0.414597	0.273885	0.273886
0.414654	0.273907	0.273907
0.41471	0.273929	0.273929
0.414766	0.273951	0.273951
0.414823	0.273972	0.273973
0.414879	0.273994	0.273995
0.414936	0.274016	0.274016
0.414992	0.274038	0.274038
0.415049	0.27406	0.27406
0.415105	0.274081	0.274082
0.415161	0.274103	0.274104
0.415218	0.274125	0.274125
0.415274	0.274147	0.274147
0.415331	0.274168	0.274169
0.415387	0.27419	0.274191
0.415444	0.274212	0.274212
0.4155	0.274234	0.274234
0.415556	0.274256	0.274256
0.415613	0.274277	0.274278
0.415669	0.274299	0.2743
0.415726	0.274321	0.274321
0.415782	0.274343	0.274343
0.415839	0.274364	0.274365
0.415895	0.274386	0.274387
0.415952	0.274408	0.274408
0.416008	0.27443	0.27443
0.416065	0.274451	0.274452
0.416121	0.274473	0.274474
0.416177	0.274495	0.274495
0.416234	0.274517	0.274517
0.41629	0.274538	0.274539
0.416347	0.27456	0.274561
0.416403	0.274582	0.274582
0.41646	0.274604	0.274604
0.416516	0.274625	0.274626
0.416573	0.274647	0.274647
0.416629	0.274669	0.274669
0.416686	0.27469	0.274691
0.416742	0.274712	0.274713
0.416799	0.274734	0.274734
0.416855	0.274756	0.274756
0.416912	0.274777	0.274778
0.416968	0.274799	0.2748
0.417025	0.274821	0.274821
0.417081	0.274842	0.274843
0.417138	0.274864	0.274865
0.417194	0.274886	0.274886
0.417251	0.274908	0.274908
0.417307	0.274929	0.27493
0.417364	0.274951	0.274951
0.41742	0.274973	0.274973
0.417477	0.274994	0.274995
0.417533	0.275016	0.275016
0.41759	0.275038	0.275038
0.417646	0.275059	0.27506
0.417703	0.275081	0.275082
0.417759	0.275103	0.275103
0.417816	0.275124	0.275125
0.417872	0.275146	0.275147
0.417929	0.275168	0.275168
0.417986	0.275189	0.27519
0.418042	0.275211	0.275212
0.418099	0.275233	0.275233
0.418155	0.275254	0.275255
0.418212	0.275276	0.275277
0.418268	0.275298	0.275298
0.418325	0.275319	0.27532
0.418381	0.275341	0.275341
0.418438	0.275363	0.275363
0.418494	0.275384	0.275385
0.418551	0.275406	0.275406
0.418608	0.275428	0.275428
0.418664	0.275449	0.27545
0.418721	0.275471	0.275471
0.418777	0.275492	0.275493
0.418834	0.275514	0.275515
0.41889	0.275536	0.275536
0.418947	0.275557	0.275558
0.419004	0.275579	0.275579
0.41906	0.275601	0.275601
0.419117	0.275622	0.275623
0.419173	0.275644	0.275644
0.41923	0.275665	0.275666
0.419286	0.275687	0.275687
0.419343	0.275709	0.275709
0.4194	0.27573	0.275731
0.419456	0.275752	0.275752
0.419513	0.275773	0.275774
0.419569	0.275795	0.275795
0.419626	0.275817	0.275817
0.419683	0.275838	0.275839
0.419739	0.27586	0.27586
0.419796	0.275881	0.275882
0.419852	0.275903	0.275903
0.419909	0.275925	0.275925
0.419966	0.275946	0.275947
0.420022	0.275968	0.275968
0.420079	0.275989	0.27599
0.420136	0.276011	0.276011
0.420192	0.276032	0.276033
0.420249	0.276054	0.276054
0.420305	0.276076	0.276076
0.420362	0.276097	0.276098
0.420419	0.276119	0.276119
0.420475	0.27614	0.276141
0.420532	0.276162	0.276162
0.420589	0.276183	0.276184
0.420645	0.276205	0.276205
0.420702	0.276226	0.276227
0.420758	0.276248	0.276248
0.420815	0.276269	0.27627
0.420872	0.276291	0.276291
0.420928	0.276313	0.276313
0.420985	0.276334	0.276335
0.421042	0.276356	0.276356
0.421098	0.276377	0.276378
0.421155	0.276399	0.276399
0.421212	0.27642	0.276421
0.421268	0.276442	0.276442
0.421325	0.276463	0.276464
0.421382	0.276485	0.276485
0.421438	0.276506	0.276507
0.421495	0.276528	0.276528
0.421552	0.276549	0.27655
0.421608	0.276571	0.276571
0.421665	0.276592	0.276593
0.421722	0.276614	0.276614
0.421778	0.276635	0.276636
0.421835	0.276657	0.276657
0.421892	0.276678	0.276679
0.421949	0.2767	0.2767
0.422005	0.276721	0.276722
0.422062	0.276743	0.276743
0.422119	0.276764	0.276765
0.422175	0.276786	0.276786
0.422232	0.276807	0.276808
0.422289	0.276829	0.276829
0.422345	0.27685	0.276851
0.422402	0.276872	0.276872
0.422459	0.276893	0.276894
0.422516	0.276915	0.276915
0.422572	0.276936	0.276936
0.422629	0.276957	0.276958
0.422686	0.276979	0.276979
0.422742	0.277	0.277001
0.422799	0.277022	0.277022
0.422856	0.277043	0.277044
0.422913	0.277065	0.277065
0.422969	0.277086	0.277087
0.423026	0.277108	0.277108
0.423083	0.277129	0.27713
0.42314	0.277151	0.277151
0.423196	0.277172	0.277172
0.423253	0.277193	0.277194
0.42331	0.277215	0.277215
0.423367	0.277236	0.277237
0.423423	0.277258	0.277258
0.42348	0.277279	0.27728
0.423537	0.277301	0.277301
0.423594	0.277322	0.277322
0.42365	0.277343	0.277344
0.423707	0.277365	0.277365
0.423764	0.277386	0.277387
0.423821	0.277408	0.277408
0.423877	0.277429	0.277429
0.423934	0.27745	0.277451
0.423991	0.277472	0.277472
0.424048	0.277493	0.277494
0.424104	0.277515	0.277515
0.424161	0.277536	0.277536
0.424218	0.277557	0.277558
0.424275	0.277579	0.277579
0.424332	0.2776	0.277601
0.424388	0.277622	0.277622
0.424445	0.277643	0.277643
0.424502	0.277664	0.277665
0.424559	0.277686	0.277686
0.424615	0.277707	0.277708
0.424672	0.277728	0.277729
0.424729	0.27775	0.27775
0.424786	0.277771	0.277772
0.424843	0.277793	0.277793
0.4249	0.277814	0.277814
0.424956	0.277835	0.277836
0.425013	0.277857	0.277857
0.42507	0.277878	0.277878
0.425127	0.277899	0.2779
0.425184	0.277921	0.277921
0.42524	0.277942	0.277942
0.425297	0.277963	0.277964
0.425354	0.277985	0.277985
0.425411	0.278006	0.278007
0.425468	0.278027	0.278028
0.425525	0.278049	0.278049
0.425581	0.27807	0.278071
0.425638	0.278091	0.278092
0.425695	0.278113	0.278113
0.425752	0.278134	0.278135
0.425809	0.278155	0.278156
0.425866	0.278177	0.278177
0.425922	0.278198	0.278198
0.425979	0.278219	0.27822
0.426036	0.278241	0.278241
0.426093	0.278262	0.278262
0.42615	0.278283	0.278284
0.426207	0.278305	0.278305
0.426264	0.278326	0.278326
0.42632	0.278347	0.278348
0.426377	0.278368	0.278369
0.426434	0.27839	0.27839
0.426491	0.278411	0.278412
0.426548	0.278432	0.278433
0.426605	0.278454	0.278454
0.426662	0.278475	0.278475
0.426719	0.278496	0.278497
0.426775	0.278517	0.278518
0.426832	0.278539	0.278539
0.426889	0.27856	0.27856
0.426946	0.278581	0.278582
0.427003	0.278603	0.278603
0.42706	0.278624	0.278624
0.427117	0.278645	0.278646
0.427174	0.278666	0.278667
0.427231	0.278688	0.278688
0.427287	0.278709	0.278709
0.427344	0.27873	0.278731
0.427401	0.278751	0.278752
0.427458	0.278773	0.278773
0.427515	0.278794	0.278794
0.427572	0.278815	0.278816
0.427629	0.278836	0.278837
0.427686	0.278858	0.278858
0.427743	0.278879	0.278879
0.4278	0.2789	0.278901
0.427857	0.278921	0.278922
0.427913	0.278943	0.278943
0.42797	0.278964	0.278964
0.428027	0.278985	0.278985
0.428084	0.279006	0.279007
0.428141	0.279027	0.279028
0.428198	0.279049	0.279049
0.428255	0.27907	0.27907
0.428312	0.279091	0.279092
0.428369	0.279112	0.279113
0.428426	0.279133	0.279134
0.428483	0.279155	0.279155
0.42854	0.279176	0.279176
0.428597	0.279197	0.279198
0.428654	0.279218	0.279219
0.428711	0.279239	0.27924
0.428768	0.279261	0.279261
0.428825	0.279282	0.279282
0.428882	0.279303	0.279304
0.428939	0.279324	0.279325
0.428996	0.279345	0.279346
0.429052	0.279367	0.279367
0.429109	0.279388	0.279388
0.429166	0.279409	0.279409
0.429223	0.27943	0.279431
0.42928	0.279451	0.279452
0.429337	0.279472	0.279473
